replicate,gap,gap_points,eligible_pairs,flips,flip_rate,benchmark,audit_half,target_half
738,0.03,3.0,5817,282,0.04847859721505931,MMLU,discovery,validation
738,0.05,5.0,9463,282,0.029800274754306244,MMLU,discovery,validation
739,0.0025,0.25,463,190,0.4103671706263499,MMLU,discovery,validation
739,0.005,0.5,909,269,0.29592959295929594,MMLU,discovery,validation
739,0.01,1.0,1879,319,0.1697711548696115,MMLU,discovery,validation
739,0.02,2.0,3930,320,0.08142493638676845,MMLU,discovery,validation
739,0.03,3.0,5817,320,0.055011174144748154,MMLU,discovery,validation
739,0.05,5.0,9463,320,0.0338159146148156,MMLU,discovery,validation
740,0.0025,0.25,463,178,0.38444924406047515,MMLU,discovery,validation
740,0.005,0.5,909,271,0.29812981298129815,MMLU,discovery,validation
740,0.01,1.0,1879,311,0.16551357104843,MMLU,discovery,validation
740,0.02,2.0,3930,311,0.07913486005089058,MMLU,discovery,validation
740,0.03,3.0,5817,311,0.05346398487192711,MMLU,discovery,validation
740,0.05,5.0,9463,311,0.03286484201627391,MMLU,discovery,validation
741,0.0025,0.25,463,172,0.3714902807775378,MMLU,discovery,validation
741,0.005,0.5,909,234,0.25742574257425743,MMLU,discovery,validation
741,0.01,1.0,1879,256,0.13624268227780734,MMLU,discovery,validation
741,0.02,2.0,3930,256,0.06513994910941476,MMLU,discovery,validation
741,0.03,3.0,5817,256,0.04400893931579852,MMLU,discovery,validation
741,0.05,5.0,9463,256,0.027052731691852478,MMLU,discovery,validation
742,0.0025,0.25,463,171,0.3693304535637149,MMLU,discovery,validation
742,0.005,0.5,909,251,0.2761276127612761,MMLU,discovery,validation
742,0.01,1.0,1879,292,0.15540180947312401,MMLU,discovery,validation
742,0.02,2.0,3930,294,0.07480916030534351,MMLU,discovery,validation
742,0.03,3.0,5817,294,0.05054151624548736,MMLU,discovery,validation
742,0.05,5.0,9463,294,0.03106837155236183,MMLU,discovery,validation
743,0.0025,0.25,463,185,0.39956803455723544,MMLU,discovery,validation
743,0.005,0.5,909,290,0.31903190319031904,MMLU,discovery,validation
743,0.01,1.0,1879,344,0.18307610431080362,MMLU,discovery,validation
743,0.02,2.0,3930,346,0.08804071246819338,MMLU,discovery,validation
743,0.03,3.0,5817,346,0.05948083204400894,MMLU,discovery,validation
743,0.05,5.0,9463,346,0.036563457677269366,MMLU,discovery,validation
744,0.0025,0.25,463,159,0.3434125269978402,MMLU,discovery,validation
744,0.005,0.5,909,251,0.2761276127612761,MMLU,discovery,validation
744,0.01,1.0,1879,285,0.15167642362959022,MMLU,discovery,validation
744,0.02,2.0,3930,288,0.0732824427480916,MMLU,discovery,validation
744,0.03,3.0,5817,288,0.04951005673027334,MMLU,discovery,validation
744,0.05,5.0,9463,288,0.03043432315333404,MMLU,discovery,validation
745,0.0025,0.25,463,165,0.3563714902807775,MMLU,discovery,validation
745,0.005,0.5,909,240,0.264026402640264,MMLU,discovery,validation
745,0.01,1.0,1879,275,0.14635444385311336,MMLU,discovery,validation
745,0.02,2.0,3930,278,0.07073791348600508,MMLU,discovery,validation
745,0.03,3.0,5817,278,0.04779095753824996,MMLU,discovery,validation
745,0.05,5.0,9463,278,0.029377575821621052,MMLU,discovery,validation
746,0.0025,0.25,463,176,0.3801295896328294,MMLU,discovery,validation
746,0.005,0.5,909,257,0.28272827282728275,MMLU,discovery,validation
746,0.01,1.0,1879,297,0.15806279936136242,MMLU,discovery,validation
746,0.02,2.0,3930,299,0.07608142493638677,MMLU,discovery,validation
746,0.03,3.0,5817,299,0.051401065841499054,MMLU,discovery,validation
746,0.05,5.0,9463,299,0.03159674521821832,MMLU,discovery,validation
747,0.0025,0.25,463,180,0.38876889848812096,MMLU,discovery,validation
747,0.005,0.5,909,277,0.3047304730473047,MMLU,discovery,validation
747,0.01,1.0,1879,332,0.1766897285790314,MMLU,discovery,validation
747,0.02,2.0,3930,333,0.08473282442748091,MMLU,discovery,validation
747,0.03,3.0,5817,333,0.05724600309437854,MMLU,discovery,validation
747,0.05,5.0,9463,333,0.03518968614604248,MMLU,discovery,validation
748,0.0025,0.25,463,148,0.31965442764578833,MMLU,discovery,validation
748,0.005,0.5,909,190,0.20902090209020902,MMLU,discovery,validation
748,0.01,1.0,1879,210,0.11176157530601384,MMLU,discovery,validation
748,0.02,2.0,3930,210,0.05343511450381679,MMLU,discovery,validation
748,0.03,3.0,5817,210,0.036101083032490974,MMLU,discovery,validation
748,0.05,5.0,9463,210,0.022191693965972734,MMLU,discovery,validation
749,0.0025,0.25,463,192,0.4146868250539957,MMLU,discovery,validation
749,0.005,0.5,909,287,0.31573157315731576,MMLU,discovery,validation
749,0.01,1.0,1879,327,0.17402873869079297,MMLU,discovery,validation
749,0.02,2.0,3930,328,0.08346055979643766,MMLU,discovery,validation
749,0.03,3.0,5817,328,0.05638645349836686,MMLU,discovery,validation
749,0.05,5.0,9463,328,0.03466131248018599,MMLU,discovery,validation
750,0.0025,0.25,463,160,0.34557235421166305,MMLU,discovery,validation
750,0.005,0.5,909,240,0.264026402640264,MMLU,discovery,validation
750,0.01,1.0,1879,278,0.14795103778605642,MMLU,discovery,validation
750,0.02,2.0,3930,279,0.07099236641221374,MMLU,discovery,validation
750,0.03,3.0,5817,279,0.0479628674574523,MMLU,discovery,validation
750,0.05,5.0,9463,279,0.02948325055479235,MMLU,discovery,validation
751,0.0025,0.25,463,179,0.38660907127429806,MMLU,discovery,validation
751,0.005,0.5,909,273,0.30033003300330036,MMLU,discovery,validation
751,0.01,1.0,1879,323,0.17189994678020223,MMLU,discovery,validation
751,0.02,2.0,3930,325,0.08269720101781171,MMLU,discovery,validation
751,0.03,3.0,5817,325,0.05587072374075984,MMLU,discovery,validation
751,0.05,5.0,9463,325,0.03434428828067209,MMLU,discovery,validation
752,0.0025,0.25,463,164,0.3542116630669546,MMLU,discovery,validation
752,0.005,0.5,909,246,0.2706270627062706,MMLU,discovery,validation
752,0.01,1.0,1879,291,0.15486961149547632,MMLU,discovery,validation
752,0.02,2.0,3930,293,0.07455470737913486,MMLU,discovery,validation
752,0.03,3.0,5817,293,0.050369606326285024,MMLU,discovery,validation
752,0.05,5.0,9463,293,0.030962696819190533,MMLU,discovery,validation
753,0.0025,0.25,463,172,0.3714902807775378,MMLU,discovery,validation
753,0.005,0.5,909,259,0.28492849284928495,MMLU,discovery,validation
753,0.01,1.0,1879,306,0.16285258116019158,MMLU,discovery,validation
753,0.02,2.0,3930,308,0.07837150127226464,MMLU,discovery,validation
753,0.03,3.0,5817,308,0.052948255114320095,MMLU,discovery,validation
753,0.05,5.0,9463,308,0.032547817816760014,MMLU,discovery,validation
754,0.0025,0.25,463,160,0.34557235421166305,MMLU,discovery,validation
754,0.005,0.5,909,232,0.2552255225522552,MMLU,discovery,validation
754,0.01,1.0,1879,262,0.13943587014369346,MMLU,discovery,validation
754,0.02,2.0,3930,263,0.06692111959287532,MMLU,discovery,validation
754,0.03,3.0,5817,263,0.04521230875021489,MMLU,discovery,validation
754,0.05,5.0,9463,263,0.027792454824051568,MMLU,discovery,validation
755,0.0025,0.25,463,185,0.39956803455723544,MMLU,discovery,validation
755,0.005,0.5,909,262,0.28822882288228824,MMLU,discovery,validation
755,0.01,1.0,1879,305,0.1623203831825439,MMLU,discovery,validation
755,0.02,2.0,3930,307,0.07811704834605598,MMLU,discovery,validation
755,0.03,3.0,5817,307,0.05277634519511776,MMLU,discovery,validation
755,0.05,5.0,9463,307,0.03244214308358871,MMLU,discovery,validation
756,0.0025,0.25,463,176,0.3801295896328294,MMLU,discovery,validation
756,0.005,0.5,909,247,0.2717271727172717,MMLU,discovery,validation
756,0.01,1.0,1879,272,0.1447578499201703,MMLU,discovery,validation
756,0.02,2.0,3930,272,0.06921119592875317,MMLU,discovery,validation
756,0.03,3.0,5817,272,0.04675949802303593,MMLU,discovery,validation
756,0.05,5.0,9463,272,0.028743527422593257,MMLU,discovery,validation
757,0.0025,0.25,463,175,0.3779697624190065,MMLU,discovery,validation
757,0.005,0.5,909,261,0.2871287128712871,MMLU,discovery,validation
757,0.01,1.0,1879,309,0.16444917509313464,MMLU,discovery,validation
757,0.02,2.0,3930,311,0.07913486005089058,MMLU,discovery,validation
757,0.03,3.0,5817,311,0.05346398487192711,MMLU,discovery,validation
757,0.05,5.0,9463,311,0.03286484201627391,MMLU,discovery,validation
758,0.0025,0.25,463,175,0.3779697624190065,MMLU,discovery,validation
758,0.005,0.5,909,272,0.2992299229922992,MMLU,discovery,validation
758,0.01,1.0,1879,323,0.17189994678020223,MMLU,discovery,validation
758,0.02,2.0,3930,324,0.08244274809160305,MMLU,discovery,validation
758,0.03,3.0,5817,324,0.0556988138215575,MMLU,discovery,validation
758,0.05,5.0,9463,324,0.034238613547500796,MMLU,discovery,validation
759,0.0025,0.25,463,190,0.4103671706263499,MMLU,discovery,validation
759,0.005,0.5,909,293,0.32233223322332233,MMLU,discovery,validation
759,0.01,1.0,1879,325,0.1729643427354976,MMLU,discovery,validation
759,0.02,2.0,3930,327,0.083206106870229,MMLU,discovery,validation
759,0.03,3.0,5817,327,0.05621454357916452,MMLU,discovery,validation
759,0.05,5.0,9463,327,0.034555637747014686,MMLU,discovery,validation
760,0.0025,0.25,463,164,0.3542116630669546,MMLU,discovery,validation
760,0.005,0.5,909,232,0.2552255225522552,MMLU,discovery,validation
760,0.01,1.0,1879,257,0.13677488025545503,MMLU,discovery,validation
760,0.02,2.0,3930,259,0.06590330788804072,MMLU,discovery,validation
760,0.03,3.0,5817,259,0.044524669073405534,MMLU,discovery,validation
760,0.05,5.0,9463,259,0.027369755891366376,MMLU,discovery,validation
761,0.0025,0.25,463,191,0.41252699784017277,MMLU,discovery,validation
761,0.005,0.5,909,280,0.30803080308030806,MMLU,discovery,validation
761,0.01,1.0,1879,330,0.17562533262373603,MMLU,discovery,validation
761,0.02,2.0,3930,333,0.08473282442748091,MMLU,discovery,validation
761,0.03,3.0,5817,333,0.05724600309437854,MMLU,discovery,validation
761,0.05,5.0,9463,333,0.03518968614604248,MMLU,discovery,validation
762,0.0025,0.25,463,177,0.38228941684665224,MMLU,discovery,validation
762,0.005,0.5,909,252,0.27722772277227725,MMLU,discovery,validation
762,0.01,1.0,1879,300,0.15965939329430548,MMLU,discovery,validation
762,0.02,2.0,3930,304,0.07735368956743002,MMLU,discovery,validation
762,0.03,3.0,5817,304,0.052260615437510746,MMLU,discovery,validation
762,0.05,5.0,9463,304,0.032125118884074814,MMLU,discovery,validation
763,0.0025,0.25,463,185,0.39956803455723544,MMLU,discovery,validation
763,0.005,0.5,909,283,0.31133113311331134,MMLU,discovery,validation
763,0.01,1.0,1879,331,0.17615753060138373,MMLU,discovery,validation
763,0.02,2.0,3930,334,0.08498727735368956,MMLU,discovery,validation
763,0.03,3.0,5817,334,0.05741791301358088,MMLU,discovery,validation
763,0.05,5.0,9463,334,0.03529536087921378,MMLU,discovery,validation
764,0.0025,0.25,463,157,0.3390928725701944,MMLU,discovery,validation
764,0.005,0.5,909,218,0.23982398239823982,MMLU,discovery,validation
764,0.01,1.0,1879,255,0.13571048430015967,MMLU,discovery,validation
764,0.02,2.0,3930,257,0.06539440203562341,MMLU,discovery,validation
764,0.03,3.0,5817,257,0.04418084923500086,MMLU,discovery,validation
764,0.05,5.0,9463,257,0.027158406425023776,MMLU,discovery,validation
765,0.0025,0.25,463,159,0.3434125269978402,MMLU,discovery,validation
765,0.005,0.5,909,258,0.2838283828382838,MMLU,discovery,validation
765,0.01,1.0,1879,304,0.1617881852048962,MMLU,discovery,validation
765,0.02,2.0,3930,304,0.07735368956743002,MMLU,discovery,validation
765,0.03,3.0,5817,304,0.052260615437510746,MMLU,discovery,validation
765,0.05,5.0,9463,304,0.032125118884074814,MMLU,discovery,validation
766,0.0025,0.25,463,150,0.32397408207343414,MMLU,discovery,validation
766,0.005,0.5,909,213,0.23432343234323433,MMLU,discovery,validation
766,0.01,1.0,1879,241,0.12825971261309208,MMLU,discovery,validation
766,0.02,2.0,3930,241,0.06132315521628499,MMLU,discovery,validation
766,0.03,3.0,5817,241,0.04143029052776345,MMLU,discovery,validation
766,0.05,5.0,9463,241,0.025467610694282997,MMLU,discovery,validation
767,0.0025,0.25,463,180,0.38876889848812096,MMLU,discovery,validation
767,0.005,0.5,909,272,0.2992299229922992,MMLU,discovery,validation
767,0.01,1.0,1879,322,0.17136774880255454,MMLU,discovery,validation
767,0.02,2.0,3930,325,0.08269720101781171,MMLU,discovery,validation
767,0.03,3.0,5817,325,0.05587072374075984,MMLU,discovery,validation
767,0.05,5.0,9463,325,0.03434428828067209,MMLU,discovery,validation
768,0.0025,0.25,463,169,0.3650107991360691,MMLU,discovery,validation
768,0.005,0.5,909,254,0.2794279427942794,MMLU,discovery,validation
768,0.01,1.0,1879,299,0.1591271953166578,MMLU,discovery,validation
768,0.02,2.0,3930,301,0.07659033078880408,MMLU,discovery,validation
768,0.03,3.0,5817,301,0.05174488567990373,MMLU,discovery,validation
768,0.05,5.0,9463,301,0.031808094684560924,MMLU,discovery,validation
769,0.0025,0.25,463,168,0.36285097192224625,MMLU,discovery,validation
769,0.005,0.5,909,247,0.2717271727172717,MMLU,discovery,validation
769,0.01,1.0,1879,283,0.15061202767429482,MMLU,discovery,validation
769,0.02,2.0,3930,286,0.0727735368956743,MMLU,discovery,validation
769,0.03,3.0,5817,286,0.04916623689186866,MMLU,discovery,validation
769,0.05,5.0,9463,286,0.03022297368699144,MMLU,discovery,validation
770,0.0025,0.25,463,140,0.3023758099352052,MMLU,discovery,validation
770,0.005,0.5,909,215,0.23652365236523654,MMLU,discovery,validation
770,0.01,1.0,1879,250,0.13304949441192124,MMLU,discovery,validation
770,0.02,2.0,3930,251,0.0638676844783715,MMLU,discovery,validation
770,0.03,3.0,5817,251,0.04314938971978683,MMLU,discovery,validation
770,0.05,5.0,9463,251,0.026524358025995984,MMLU,discovery,validation
771,0.0025,0.25,463,200,0.4319654427645788,MMLU,discovery,validation
771,0.005,0.5,909,296,0.3256325632563256,MMLU,discovery,validation
771,0.01,1.0,1879,355,0.18893028206492815,MMLU,discovery,validation
771,0.02,2.0,3930,356,0.0905852417302799,MMLU,discovery,validation
771,0.03,3.0,5817,356,0.06119993123603232,MMLU,discovery,validation
771,0.05,5.0,9463,356,0.03762020500898235,MMLU,discovery,validation
772,0.0025,0.25,463,164,0.3542116630669546,MMLU,discovery,validation
772,0.005,0.5,909,230,0.253025302530253,MMLU,discovery,validation
772,0.01,1.0,1879,250,0.13304949441192124,MMLU,discovery,validation
772,0.02,2.0,3930,253,0.06437659033078881,MMLU,discovery,validation
772,0.03,3.0,5817,253,0.043493209558191505,MMLU,discovery,validation
772,0.05,5.0,9463,253,0.02673570749233858,MMLU,discovery,validation
773,0.0025,0.25,463,179,0.38660907127429806,MMLU,discovery,validation
773,0.005,0.5,909,268,0.2948294829482948,MMLU,discovery,validation
773,0.01,1.0,1879,316,0.16817456093666844,MMLU,discovery,validation
773,0.02,2.0,3930,317,0.08066157760814249,MMLU,discovery,validation
773,0.03,3.0,5817,317,0.054495444387141136,MMLU,discovery,validation
773,0.05,5.0,9463,317,0.0334988904153017,MMLU,discovery,validation
774,0.0025,0.25,463,167,0.36069114470842334,MMLU,discovery,validation
774,0.005,0.5,909,261,0.2871287128712871,MMLU,discovery,validation
774,0.01,1.0,1879,291,0.15486961149547632,MMLU,discovery,validation
774,0.02,2.0,3930,293,0.07455470737913486,MMLU,discovery,validation
774,0.03,3.0,5817,293,0.050369606326285024,MMLU,discovery,validation
774,0.05,5.0,9463,293,0.030962696819190533,MMLU,discovery,validation
775,0.0025,0.25,463,178,0.38444924406047515,MMLU,discovery,validation
775,0.005,0.5,909,263,0.2893289328932893,MMLU,discovery,validation
775,0.01,1.0,1879,325,0.1729643427354976,MMLU,discovery,validation
775,0.02,2.0,3930,328,0.08346055979643766,MMLU,discovery,validation
775,0.03,3.0,5817,328,0.05638645349836686,MMLU,discovery,validation
775,0.05,5.0,9463,328,0.03466131248018599,MMLU,discovery,validation
776,0.0025,0.25,463,177,0.38228941684665224,MMLU,discovery,validation
776,0.005,0.5,909,290,0.31903190319031904,MMLU,discovery,validation
776,0.01,1.0,1879,364,0.1937200638637573,MMLU,discovery,validation
776,0.02,2.0,3930,366,0.09312977099236641,MMLU,discovery,validation
776,0.03,3.0,5817,366,0.0629190304280557,MMLU,discovery,validation
776,0.05,5.0,9463,366,0.03867695234069534,MMLU,discovery,validation
777,0.0025,0.25,463,177,0.38228941684665224,MMLU,discovery,validation
777,0.005,0.5,909,261,0.2871287128712871,MMLU,discovery,validation
777,0.01,1.0,1879,299,0.1591271953166578,MMLU,discovery,validation
777,0.02,2.0,3930,301,0.07659033078880408,MMLU,discovery,validation
777,0.03,3.0,5817,301,0.05174488567990373,MMLU,discovery,validation
777,0.05,5.0,9463,301,0.031808094684560924,MMLU,discovery,validation
778,0.0025,0.25,463,196,0.42332613390928725,MMLU,discovery,validation
778,0.005,0.5,909,297,0.32673267326732675,MMLU,discovery,validation
778,0.01,1.0,1879,346,0.184140500266099,MMLU,discovery,validation
778,0.02,2.0,3930,353,0.08982188295165394,MMLU,discovery,validation
778,0.03,3.0,5817,353,0.060684201478425306,MMLU,discovery,validation
778,0.05,5.0,9463,353,0.037303180809468456,MMLU,discovery,validation
779,0.0025,0.25,463,164,0.3542116630669546,MMLU,discovery,validation
779,0.005,0.5,909,247,0.2717271727172717,MMLU,discovery,validation
779,0.01,1.0,1879,290,0.15433741351782862,MMLU,discovery,validation
779,0.02,2.0,3930,294,0.07480916030534351,MMLU,discovery,validation
779,0.03,3.0,5817,294,0.05054151624548736,MMLU,discovery,validation
779,0.05,5.0,9463,294,0.03106837155236183,MMLU,discovery,validation
780,0.0025,0.25,463,157,0.3390928725701944,MMLU,discovery,validation
780,0.005,0.5,909,229,0.25192519251925194,MMLU,discovery,validation
780,0.01,1.0,1879,256,0.13624268227780734,MMLU,discovery,validation
780,0.02,2.0,3930,257,0.06539440203562341,MMLU,discovery,validation
780,0.03,3.0,5817,257,0.04418084923500086,MMLU,discovery,validation
780,0.05,5.0,9463,257,0.027158406425023776,MMLU,discovery,validation
781,0.0025,0.25,463,169,0.3650107991360691,MMLU,discovery,validation
781,0.005,0.5,909,289,0.3179317931793179,MMLU,discovery,validation
781,0.01,1.0,1879,380,0.20223523150612027,MMLU,discovery,validation
781,0.02,2.0,3930,388,0.09872773536895674,MMLU,discovery,validation
781,0.03,3.0,5817,388,0.06670104865050713,MMLU,discovery,validation
781,0.05,5.0,9463,388,0.04100179647046391,MMLU,discovery,validation
782,0.0025,0.25,463,186,0.4017278617710583,MMLU,discovery,validation
782,0.005,0.5,909,267,0.29372937293729373,MMLU,discovery,validation
782,0.01,1.0,1879,325,0.1729643427354976,MMLU,discovery,validation
782,0.02,2.0,3930,327,0.083206106870229,MMLU,discovery,validation
782,0.03,3.0,5817,327,0.05621454357916452,MMLU,discovery,validation
782,0.05,5.0,9463,327,0.034555637747014686,MMLU,discovery,validation
783,0.0025,0.25,463,191,0.41252699784017277,MMLU,discovery,validation
783,0.005,0.5,909,285,0.31353135313531355,MMLU,discovery,validation
783,0.01,1.0,1879,336,0.17881852048962213,MMLU,discovery,validation
783,0.02,2.0,3930,340,0.08651399491094147,MMLU,discovery,validation
783,0.03,3.0,5817,340,0.05844937252879491,MMLU,discovery,validation
783,0.05,5.0,9463,340,0.03592940927824157,MMLU,discovery,validation
784,0.0025,0.25,463,172,0.3714902807775378,MMLU,discovery,validation
784,0.005,0.5,909,239,0.2629262926292629,MMLU,discovery,validation
784,0.01,1.0,1879,258,0.1373070782331027,MMLU,discovery,validation
784,0.02,2.0,3930,258,0.06564885496183206,MMLU,discovery,validation
784,0.03,3.0,5817,258,0.0443527591542032,MMLU,discovery,validation
784,0.05,5.0,9463,258,0.027264081158195074,MMLU,discovery,validation
785,0.0025,0.25,463,169,0.3650107991360691,MMLU,discovery,validation
785,0.005,0.5,909,269,0.29592959295929594,MMLU,discovery,validation
785,0.01,1.0,1879,328,0.17456093666844066,MMLU,discovery,validation
785,0.02,2.0,3930,329,0.08371501272264631,MMLU,discovery,validation
785,0.03,3.0,5817,329,0.056558363417569195,MMLU,discovery,validation
785,0.05,5.0,9463,329,0.03476698721335729,MMLU,discovery,validation
786,0.0025,0.25,463,161,0.34773218142548595,MMLU,discovery,validation
786,0.005,0.5,909,255,0.28052805280528054,MMLU,discovery,validation
786,0.01,1.0,1879,300,0.15965939329430548,MMLU,discovery,validation
786,0.02,2.0,3930,305,0.07760814249363868,MMLU,discovery,validation
786,0.03,3.0,5817,305,0.05243252535671308,MMLU,discovery,validation
786,0.05,5.0,9463,305,0.032230793617246116,MMLU,discovery,validation
787,0.0025,0.25,463,175,0.3779697624190065,MMLU,discovery,validation
787,0.005,0.5,909,250,0.27502750275027504,MMLU,discovery,validation
787,0.01,1.0,1879,278,0.14795103778605642,MMLU,discovery,validation
787,0.02,2.0,3930,279,0.07099236641221374,MMLU,discovery,validation
787,0.03,3.0,5817,279,0.0479628674574523,MMLU,discovery,validation
787,0.05,5.0,9463,279,0.02948325055479235,MMLU,discovery,validation
788,0.0025,0.25,463,164,0.3542116630669546,MMLU,discovery,validation
788,0.005,0.5,909,254,0.2794279427942794,MMLU,discovery,validation
788,0.01,1.0,1879,288,0.15327301756253325,MMLU,discovery,validation
788,0.02,2.0,3930,290,0.0737913486005089,MMLU,discovery,validation
788,0.03,3.0,5817,290,0.04985387656867801,MMLU,discovery,validation
788,0.05,5.0,9463,290,0.030645672619676635,MMLU,discovery,validation
789,0.0025,0.25,463,194,0.4190064794816415,MMLU,discovery,validation
789,0.005,0.5,909,294,0.3234323432343234,MMLU,discovery,validation
789,0.01,1.0,1879,352,0.1873336881319851,MMLU,discovery,validation
789,0.02,2.0,3930,354,0.0900763358778626,MMLU,discovery,validation
789,0.03,3.0,5817,354,0.060856111397627644,MMLU,discovery,validation
789,0.05,5.0,9463,354,0.03740885554263976,MMLU,discovery,validation
790,0.0025,0.25,463,186,0.4017278617710583,MMLU,discovery,validation
790,0.005,0.5,909,247,0.2717271727172717,MMLU,discovery,validation
790,0.01,1.0,1879,279,0.1484832357637041,MMLU,discovery,validation
790,0.02,2.0,3930,279,0.07099236641221374,MMLU,discovery,validation
790,0.03,3.0,5817,279,0.0479628674574523,MMLU,discovery,validation
790,0.05,5.0,9463,279,0.02948325055479235,MMLU,discovery,validation
791,0.0025,0.25,463,196,0.42332613390928725,MMLU,discovery,validation
791,0.005,0.5,909,299,0.32893289328932895,MMLU,discovery,validation
791,0.01,1.0,1879,333,0.1772219265566791,MMLU,discovery,validation
791,0.02,2.0,3930,335,0.08524173027989822,MMLU,discovery,validation
791,0.03,3.0,5817,335,0.057589822932783225,MMLU,discovery,validation
791,0.05,5.0,9463,335,0.03540103561238508,MMLU,discovery,validation
792,0.0025,0.25,463,203,0.43844492440604754,MMLU,discovery,validation
792,0.005,0.5,909,305,0.3355335533553355,MMLU,discovery,validation
792,0.01,1.0,1879,377,0.2006386375731772,MMLU,discovery,validation
792,0.02,2.0,3930,382,0.09720101781170483,MMLU,discovery,validation
792,0.03,3.0,5817,382,0.06566958913529311,MMLU,discovery,validation
792,0.05,5.0,9463,382,0.04036774807143612,MMLU,discovery,validation
793,0.0025,0.25,463,158,0.3412526997840173,MMLU,discovery,validation
793,0.005,0.5,909,225,0.24752475247524752,MMLU,discovery,validation
793,0.01,1.0,1879,255,0.13571048430015967,MMLU,discovery,validation
793,0.02,2.0,3930,256,0.06513994910941476,MMLU,discovery,validation
793,0.03,3.0,5817,256,0.04400893931579852,MMLU,discovery,validation
793,0.05,5.0,9463,256,0.027052731691852478,MMLU,discovery,validation
794,0.0025,0.25,463,170,0.367170626349892,MMLU,discovery,validation
794,0.005,0.5,909,237,0.2607260726072607,MMLU,discovery,validation
794,0.01,1.0,1879,260,0.1383714741883981,MMLU,discovery,validation
794,0.02,2.0,3930,260,0.06615776081424936,MMLU,discovery,validation
794,0.03,3.0,5817,260,0.04469657899260787,MMLU,discovery,validation
794,0.05,5.0,9463,260,0.027475430624537674,MMLU,discovery,validation
795,0.0025,0.25,463,181,0.39092872570194387,MMLU,discovery,validation
795,0.005,0.5,909,262,0.28822882288228824,MMLU,discovery,validation
795,0.01,1.0,1879,299,0.1591271953166578,MMLU,discovery,validation
795,0.02,2.0,3930,302,0.07684478371501273,MMLU,discovery,validation
795,0.03,3.0,5817,302,0.051916795599106065,MMLU,discovery,validation
795,0.05,5.0,9463,302,0.03191376941773222,MMLU,discovery,validation
796,0.0025,0.25,463,197,0.42548596112311016,MMLU,discovery,validation
796,0.005,0.5,909,289,0.3179317931793179,MMLU,discovery,validation
796,0.01,1.0,1879,352,0.1873336881319851,MMLU,discovery,validation
796,0.02,2.0,3930,362,0.09211195928753181,MMLU,discovery,validation
796,0.03,3.0,5817,362,0.06223139075124635,MMLU,discovery,validation
796,0.05,5.0,9463,362,0.03825425340801014,MMLU,discovery,validation
797,0.0025,0.25,463,180,0.38876889848812096,MMLU,discovery,validation
797,0.005,0.5,909,291,0.3201320132013201,MMLU,discovery,validation
797,0.01,1.0,1879,368,0.19584885577434805,MMLU,discovery,validation
797,0.02,2.0,3930,373,0.09491094147582697,MMLU,discovery,validation
797,0.03,3.0,5817,373,0.06412239986247206,MMLU,discovery,validation
797,0.05,5.0,9463,373,0.03941667547289443,MMLU,discovery,validation
798,0.0025,0.25,463,187,0.4038876889848812,MMLU,discovery,validation
798,0.005,0.5,909,276,0.30363036303630364,MMLU,discovery,validation
798,0.01,1.0,1879,319,0.1697711548696115,MMLU,discovery,validation
798,0.02,2.0,3930,322,0.08193384223918575,MMLU,discovery,validation
798,0.03,3.0,5817,322,0.05535499398315283,MMLU,discovery,validation
798,0.05,5.0,9463,322,0.03402726408115819,MMLU,discovery,validation
799,0.0025,0.25,463,187,0.4038876889848812,MMLU,discovery,validation
799,0.005,0.5,909,274,0.30143014301430143,MMLU,discovery,validation
799,0.01,1.0,1879,312,0.1660457690260777,MMLU,discovery,validation
799,0.02,2.0,3930,313,0.07964376590330789,MMLU,discovery,validation
799,0.03,3.0,5817,313,0.05380780471033179,MMLU,discovery,validation
799,0.05,5.0,9463,313,0.03307619148261651,MMLU,discovery,validation
800,0.0025,0.25,463,174,0.3758099352051836,MMLU,discovery,validation
800,0.005,0.5,909,269,0.29592959295929594,MMLU,discovery,validation
800,0.01,1.0,1879,328,0.17456093666844066,MMLU,discovery,validation
800,0.02,2.0,3930,330,0.08396946564885496,MMLU,discovery,validation
800,0.03,3.0,5817,330,0.05673027333677153,MMLU,discovery,validation
800,0.05,5.0,9463,330,0.034872661946528584,MMLU,discovery,validation
801,0.0025,0.25,463,175,0.3779697624190065,MMLU,discovery,validation
801,0.005,0.5,909,243,0.26732673267326734,MMLU,discovery,validation
801,0.01,1.0,1879,287,0.15274081958488558,MMLU,discovery,validation
801,0.02,2.0,3930,289,0.07353689567430026,MMLU,discovery,validation
801,0.03,3.0,5817,289,0.049681966649475676,MMLU,discovery,validation
801,0.05,5.0,9463,289,0.030539997886505337,MMLU,discovery,validation
802,0.0025,0.25,463,169,0.3650107991360691,MMLU,discovery,validation
802,0.005,0.5,909,250,0.27502750275027504,MMLU,discovery,validation
802,0.01,1.0,1879,285,0.15167642362959022,MMLU,discovery,validation
802,0.02,2.0,3930,286,0.0727735368956743,MMLU,discovery,validation
802,0.03,3.0,5817,286,0.04916623689186866,MMLU,discovery,validation
802,0.05,5.0,9463,286,0.03022297368699144,MMLU,discovery,validation
803,0.0025,0.25,463,200,0.4319654427645788,MMLU,discovery,validation
803,0.005,0.5,909,311,0.34213421342134215,MMLU,discovery,validation
803,0.01,1.0,1879,415,0.22086216072378925,MMLU,discovery,validation
